Query_ID	Doc_ID	Rank
1	792	1
1	798	2
1	131	3
1	1313	4
1	1147	5
1	1144	6
1	640	7
1	262	8
1	717	9
1	244	10
1	14	11
1	695	12
1	826	13
1	927	14
1	1047	15
1	1201	16
1	576	17
1	1268	18
1	499	19
1	89	20
1	928	21
1	193	22
1	51	23
1	721	24
1	82	25
1	83	26
1	1239	27
1	373	28
1	433	29
1	588	30
1	658	31
1	673	32
1	874	33
1	1277	34
1	1392	35
1	73	36
1	730	37
1	140	38
1	56	39
1	710	40
1	96	41
1	992	42
1	1040	43
1	1167	44
1	151	45
1	156	46
1	662	47
1	946	48
1	962	49
1	1244	50
1	1292	51
1	204	52
1	277	53
1	300	54
1	417	55
1	704	56
1	947	57
1	991	58
1	12	59
1	1218	60
1	1226	61
1	1335	62
1	189	63
1	329	64
1	344	65
1	442	66
1	811	67
1	99	68
1	100	69
1	1104	70
1	1119	71
1	124	72
1	1352	73
1	197	74
1	210	75
1	315	76
1	414	77
1	49	78
1	675	79
1	712	80
1	808	81
1	9	82
1	1039	83
1	114	84
1	1322	85
1	1342	86
1	170	87
1	225	88
1	33	89
1	423	90
1	85	91
1	889	92
1	917	93
1	92	94
1	934	95
1	1072	96
1	1246	97
1	1300	98
1	1325	99
1	1338	100
1	1375	101
1	172	102
1	198	103
1	211	104
1	213	105
1	232	106
1	234	107
1	252	108
1	29	109
1	686	110
1	747	111
1	801	112
1	806	113
1	828	114
1	987	115
1	1061	116
1	1082	117
1	1108	118
1	1115	119
1	1307	120
1	132	121
1	1321	122
1	1341	123
1	1351	124
1	1381	125
1	1383	126
1	1387	127
1	174	128
1	187	129
1	202	130
1	206	131
1	216	132
1	274	133
1	364	134
1	416	135
1	434	136
1	435	137
1	466	138
1	486	139
1	529	140
1	57	141
1	572	142
1	625	143
1	766	144
1	815	145
1	827	146
1	94	147
1	976	148
1	1035	149
1	1252	150
1	1337	151
1	155	152
1	163	153
1	184	154
1	25	155
1	266	156
1	272	157
1	325	158
1	332	159
1	342	160
1	441	161
1	523	162
1	540	163
1	593	164
1	656	165
1	685	166
1	77	167
1	773	168
1	786	169
1	80	170
1	822	171
1	980	172
1	110	173
1	1154	174
1	1165	175
1	1225	176
1	129	177
1	13	178
1	1303	179
1	1333	180
1	1347	181
1	1356	182
1	1382	183
1	212	184
1	247	185
1	253	186
1	32	187
1	42	188
1	427	189
1	452	190
1	453	191
1	599	192
1	638	193
1	698	194
1	739	195
1	767	196
1	797	197
1	857	198
1	858	199
1	1019	200
2	1201	1
2	798	2
2	1313	3
2	329	4
2	792	5
2	927	6
2	417	7
2	89	8
2	499	9
2	673	10
2	1040	11
2	452	12
2	721	13
2	73	14
2	94	15
2	1147	16
2	131	17
2	1239	18
2	1144	19
2	433	20
2	1244	21
2	160	22
2	1047	23
2	244	24
2	364	25
2	928	26
2	992	27
2	522	28
2	757	29
2	140	30
2	826	31
2	1392	32
2	695	33
2	199	34
2	262	35
2	576	36
2	874	37
2	315	38
2	85	39
2	234	40
2	423	41
2	14	42
2	1072	43
2	132	44
2	1382	45
2	225	46
2	33	47
2	49	48
2	662	49
2	827	50
2	1226	51
2	206	52
2	82	53
2	1082	54
2	189	55
2	731	56
2	797	57
2	99	58
2	1061	59
2	1164	60
2	1198	61
2	170	62
2	210	63
2	272	64
2	277	65
2	373	66
2	466	67
2	675	68
2	96	69
2	1268	70
2	151	71
2	193	72
2	83	73
2	962	74
2	976	75
2	1248	76
2	173	77
2	599	78
2	1209	79
2	1343	80
2	344	81
2	572	82
2	712	83
2	1375	84
2	155	85
2	218	86
2	51	87
2	548	88
2	625	89
2	640	90
2	946	91
2	165	92
2	198	93
2	416	94
2	434	95
2	730	96
2	811	97
2	947	98
2	1066	99
2	1277	100
2	1342	101
2	157	102
2	163	103
2	588	104
2	62	105
2	658	106
2	1292	107
2	1370	108
2	341	109
2	660	110
2	717	111
2	739	112
