Query_ID	Doc_ID	Rank
1	13	1
1	875	2
1	486	3
1	202	4
1	184	5
1	792	6
1	746	7
1	1250	8
1	1111	9
1	102	10
1	12	11
1	141	12
1	51	13
1	876	14
1	1268	15
1	429	16
1	100	17
1	914	18
1	1144	19
1	880	20
1	747	21
1	1089	22
1	606	23
1	327	24
1	700	25
1	552	26
1	47	27
1	359	28
1	945	29
1	92	30
1	883	31
1	540	32
1	1169	33
1	1063	34
1	203	35
1	909	36
1	349	37
1	78	38
1	1147	39
1	687	40
1	1246	41
1	643	42
1	1362	43
1	679	44
1	1143	45
1	316	46
1	874	47
1	1012	48
1	209	49
1	593	50
1	154	51
1	1314	52
1	725	53
1	285	54
1	52	55
1	280	56
1	571	57
1	430	58
1	394	59
1	686	60
1	309	61
1	204	62
1	435	63
1	810	64
1	253	65
1	630	66
1	1328	67
1	497	68
1	781	69
1	740	70
1	1303	71
1	911	72
1	663	73
1	1197	74
1	391	75
1	302	76
1	1098	77
1	59	78
1	57	79
1	1380	80
1	66	81
1	1315	82
1	685	83
1	252	84
1	666	85
1	670	86
1	1140	87
1	56	88
1	1168	89
1	860	90
1	193	91
1	311	92
1	287	93
1	859	94
1	378	95
1	1167	96
1	1165	97
1	1387	98
1	795	99
1	441	100
1	767	101
1	671	102
1	211	103
1	215	104
1	1392	105
1	776	106
1	264	107
1	904	108
1	549	109
1	1062	110
1	1166	111
1	373	112
1	1163	113
1	572	114
1	1155	115
1	442	116
1	631	117
1	248	118
1	1095	119
1	315	120
1	197	121
1	755	122
1	1124	123
1	712	124
1	991	125
1	244	126
1	799	127
1	413	128
1	884	129
1	564	130
1	878	131
1	251	132
1	1042	133
1	758	134
1	502	135
1	180	136
1	172	137
1	124	138
1	824	139
1	374	140
1	1361	141
1	494	142
1	405	143
1	592	144
1	69	145
1	1337	146
1	1186	147
1	114	148
1	300	149
1	156	150
1	578	151
1	832	152
1	658	153
1	1087	154
1	1338	155
1	960	156
1	801	157
1	120	158
1	865	159
1	811	160
1	849	161
1	858	162
1	284	163
1	108	164
1	1180	165
1	929	166
1	1178	167
1	232	168
1	332	169
1	481	170
1	1269	171
1	503	172
1	1305	173
1	587	174
1	710	175
1	195	176
1	99	177
1	665	178
1	82	179
1	1003	180
1	1365	181
1	28	182
1	415	183
1	820	184
1	1374	185
1	1135	186
1	1271	187
1	1120	188
1	1320	189
1	965	190
1	38	191
1	1146	192
1	864	193
1	1174	194
1	152	195
1	634	196
1	214	197
1	1035	198
1	1260	199
1	260	200
2	746	1
2	792	2
2	12	3
2	202	4
2	875	5
2	700	6
2	141	7
2	883	8
2	1250	9
2	724	10
2	1111	11
2	606	12
2	51	13
2	884	14
2	184	15
2	650	16
2	429	17
2	1379	18
2	1169	19
2	876	20
2	833	21
2	810	22
2	726	23
2	1246	24
2	1138	25
2	1063	26
2	1011	27
2	368	28
2	100	29
2	1008	30
2	1005	31
2	1006	32
2	1003	33
2	92	34
2	1009	35
2	1007	36
2	1004	37
2	1010	38
2	316	39
2	914	40
2	648	41
2	1089	42
2	203	43
2	756	44
2	75	45
2	1170	46
2	47	47
2	712	48
2	52	49
2	804	50
2	1147	51
2	909	52
2	854	53
2	425	54
2	70	55
2	1197	56
2	968	57
2	945	58
2	181	59
2	552	60
2	209	61
2	78	62
2	781	63
2	1392	64
2	687	65
2	725	66
2	285	67
2	11	68
2	280	69
2	76	70
2	1130	71
2	430	72
2	204	73
2	302	74
2	435	75
2	395	76
2	882	77
