Query_ID	Doc_ID	Rank
1	13	1
1	486	2
1	184	3
1	1268	4
1	792	5
1	12	6
1	746	7
1	51	8
1	875	9
1	1144	10
1	141	11
1	747	12
1	435	13
1	1362	14
1	1143	15
1	78	16
1	880	17
1	540	18
1	1246	19
1	311	20
1	14	21
1	914	22
1	685	23
1	1147	24
1	1111	25
1	252	26
1	878	27
1	876	28
1	429	29
1	552	30
1	1169	31
1	1063	32
1	606	33
1	202	34
1	686	35
1	700	36
1	52	37
1	92	38
1	327	39
1	359	40
1	280	41
1	1250	42
1	154	43
1	430	44
1	1361	45
1	172	46
1	203	47
1	945	48
1	1098	49
1	781	50
1	195	51
1	1168	52
1	349	53
1	204	54
1	102	55
1	209	56
1	309	57
1	1089	58
1	874	59
1	100	60
1	643	61
1	1167	62
1	755	63
1	573	64
1	57	65
1	332	66
1	588	67
1	56	68
1	253	69
1	1328	70
1	663	71
1	197	72
1	1012	73
1	1072	74
1	860	75
1	25	76
1	911	77
1	883	78
1	373	79
1	374	80
1	66	81
1	593	82
1	725	83
1	576	84
1	36	85
1	251	86
1	1155	87
1	47	88
1	236	89
1	665	90
1	740	91
1	1197	92
1	1165	93
1	497	94
1	1380	95
1	244	96
1	909	97
1	28	98
1	285	99
1	394	100
1	29	101
1	1166	102
1	859	103
1	378	104
1	211	105
1	42	106
1	302	107
1	526	108
1	441	109
1	1303	110
1	1304	111
1	315	112
1	801	113
1	158	114
1	1315	115
1	404	116
1	1163	117
1	1392	118
1	104	119
1	329	120
1	658	121
1	232	122
1	152	123
1	810	124
1	1387	125
1	712	126
1	316	127
1	726	128
1	284	129
1	1313	130
1	453	131
1	345	132
1	1003	133
1	1180	134
1	858	135
1	572	136
1	2	137
1	799	138
1	59	139
1	991	140
1	687	141
1	1095	142
1	1042	143
1	571	144
1	917	145
1	1101	146
1	416	147
1	675	148
1	300	149
1	1239	150
1	370	151
1	1051	152
1	670	153
1	1338	154
1	679	155
1	283	156
1	62	157
1	1314	158
1	1074	159
1	193	160
1	795	161
1	1178	162
1	35	163
1	666	164
1	456	165
1	1365	166
1	1248	167
1	1300	168
1	103	169
1	1088	170
1	494	171
1	442	172
1	671	173
1	631	174
1	1218	175
1	287	176
1	828	177
1	817	178
1	364	179
1	939	180
1	1396	181
1	328	182
1	758	183
1	82	184
1	1260	185
1	1186	186
1	681	187
1	904	188
1	578	189
1	1140	190
1	798	191
1	1298	192
1	180	193
1	630	194
1	1079	195
1	1254	196
1	274	197
1	262	198
1	1134	199
1	776	200
2	12	1
2	746	2
2	792	3
2	700	4
2	141	5
2	51	6
2	606	7
2	883	8
2	724	9
2	712	10
2	1169	11
2	1246	12
2	810	13
2	1170	14
2	1089	15
2	875	16
2	833	17
2	884	18
2	781	19
2	184	20
2	726	21
2	14	22
2	876	23
2	429	24
2	92	25
2	1147	26
2	1095	27
2	78	28
2	1379	29
2	1063	30
2	52	31
2	172	32
2	100	33
2	747	34
2	47	35
2	1217	36
2	1111	37
2	435	38
2	1163	39
2	75	40
2	70	41
2	1392	42
2	650	43
2	203	44
2	253	45
2	280	46
2	430	47
2	805	48
2	804	49
2	1250	50
2	1197	51
2	1263	52
2	588	53
2	204	54
