Query_ID	Doc_ID	Rank
1	875	1
1	13	2
1	202	3
1	486	4
1	184	5
1	792	6
1	746	7
1	879	8
1	51	9
1	1149	10
1	1250	11
1	359	12
1	1340	13
1	1389	14
1	1111	15
1	102	16
1	12	17
1	817	18
1	141	19
1	876	20
1	100	21
1	606	22
1	914	23
1	747	24
1	1128	25
1	874	26
1	584	27
1	316	28
1	435	29
1	1147	30
1	800	31
1	429	32
1	1144	33
1	1089	34
1	878	35
1	1328	36
1	571	37
1	253	38
1	47	39
1	1303	40
1	663	41
1	585	42
1	168	43
1	142	44
1	315	45
1	552	46
1	78	47
1	883	48
1	880	49
1	391	50
1	1169	51
1	909	52
1	303	53
1	438	54
1	1050	55
1	436	56
1	1380	57
1	687	58
1	56	59
1	563	60
1	1268	61
1	215	62
1	1263	63
1	700	64
1	11	65
1	252	66
1	193	67
1	378	68
1	92	69
1	399	70
1	540	71
1	327	72
1	144	73
1	945	74
1	665	75
1	209	76
1	1012	77
1	203	78
1	62	79
1	349	80
1	925	81
1	1143	82
1	1063	83
1	959	84
1	29	85
1	437	86
1	1246	87
1	101	88
1	725	89
1	1314	90
1	666	91
1	593	92
1	160	93
1	285	94
1	670	95
1	398	96
1	554	97
1	1163	98
1	394	99
1	963	100
1	358	101
1	159	102
1	643	103
1	21	104
1	497	105
1	280	106
1	810	107
1	1215	108
1	630	109
1	814	110
1	447	111
1	292	112
1	707	113
1	518	114
1	1300	115
1	158	116
1	41	117
1	104	118
1	1201	119
1	485	120
1	638	121
1	95	122
1	781	123
1	1155	124
1	251	125
1	542	126
1	52	127
1	1002	128
1	300	129
1	740	130
1	566	131
1	1207	132
1	204	133
1	5	134
1	500	135
1	430	136
1	1361	137
1	911	138
1	309	139
1	302	140
1	679	141
1	147	142
1	120	143
1	1177	144
1	1124	145
1	1140	146
1	1315	147
1	1197	148
1	799	149
1	53	150
1	59	151
1	686	152
1	495	153
1	685	154
1	524	155
1	406	156
1	623	157
1	181	158
1	1084	159
1	565	160
1	635	161
1	1161	162
1	564	163
1	139	164
1	1098	165
1	1348	166
1	283	167
1	24	168
1	1168	169
1	240	170
1	40	171
1	579	172
1	873	173
1	226	174
1	1320	175
1	350	176
1	559	177
1	1393	178
1	872	179
1	1191	180
1	1165	181
1	767	182
1	1167	183
1	1090	184
1	1219	185
1	1387	186
1	295	187
1	668	188
1	655	189
1	6	190
1	1285	191
1	973	192
1	98	193
1	119	194
1	441	195
1	57	196
1	1073	197
1	431	198
1	550	199
1	1392	200
2	746	1
2	792	2
2	202	3
2	12	4
2	875	5
2	1379	6
2	700	7
2	141	8
2	47	9
2	909	10
2	810	11
2	883	12
2	1250	13
2	184	14
2	606	15
2	724	16
2	92	17
2	51	18
2	725	19
2	1111	20
2	1380	21
2	142	22
2	316	23
2	1169	24
2	395	25
2	1012	26
2	884	27
2	100	28
2	585	29
2	497	30
2	70	31
2	654	32
2	1011	33
2	650	34
2	1008	35
2	1327	36
2	834	37
2	429	38
2	1005	39
2	1006	40
2	1007	41
2	1003	42
2	1009	43
2	876	44
2	1004	45
2	1010	46
2	914	47
2	1063	48
2	726	49
2	1089	50
2	911	51
2	93	52
2	253	53
2	1246	54
2	833	55
2	835	56
2	804	57
2	1138	58
2	1197	59
2	368	60
2	414	61
2	1224	62
2	225	63
2	712	64
2	1303	65
2	1361	66
2	968	67
2	215	68
2	264	69
2	391	70
2	862	71
2	648	72
2	1209	73
2	552	74
2	321	75
2	209	76
2	78	77
2	640	78
2	203	79
2	781	80
2	1041	81
2	322	82
2	52	83
2	747	84
2	320	85
2	83	86
2	75	87
2	1147	88
2	663	89
2	756	90
2	101	91
2	687	92
2	76	93
2	854	94
2	285	95
2	425	96
2	302	97
2	1392	98
2	1198	99
2	1331	100
2	1170	101
2	315	102
2	882	103
2	731	104
2	59	105
2	945	106
2	179	107
2	193	108
2	925	109
2	478	110
2	290	111
2	1215	112
2	837	113
2	641	114
2	204	115
2	574	116
2	874	117
2	275	118
2	430	119
2	280	120
2	1314	121
2	444	122
2	181	123
2	435	124
2	593	125
2	1165	126
2	1328	127
2	1163	128
2	222	129
2	1130	130
2	527	131
2	363	132
2	803	133
2	571	134
2	715	135
2	1084	136
2	1240	137
2	11	138
2	195	139
2	879	140
2	720	141
2	979	142
2	1217	143
2	1095	144
2	406	145
