Query_ID	Doc_ID	Rank
1	486	1
1	184	2
1	51	3
1	13	4
1	746	5
1	12	6
1	359	7
1	875	8
1	792	9
1	878	10
1	747	11
1	1340	12
1	56	13
1	879	14
1	141	15
1	435	16
1	1144	17
1	663	18
1	78	19
1	876	20
1	665	21
1	573	22
1	606	23
1	1328	24
1	584	25
1	202	26
1	253	27
1	315	28
1	29	29
1	944	30
1	874	31
1	1263	32
1	1163	33
1	1147	34
1	685	35
1	817	36
1	1268	37
1	327	38
1	1169	39
1	540	40
1	1128	41
1	781	42
1	800	43
1	280	44
1	378	45
1	349	46
1	1380	47
1	316	48
1	1155	49
1	283	50
1	1111	51
1	193	52
1	1250	53
1	102	54
1	799	55
1	429	56
1	1389	57
1	92	58
1	571	59
1	14	60
1	100	61
1	1186	62
1	1300	63
1	329	64
1	497	65
1	1050	66
1	700	67
1	1063	68
1	635	69
1	209	70
1	1089	71
1	332	72
1	563	73
1	101	74
1	914	75
1	1246	76
1	57	77
1	252	78
1	1303	79
1	883	80
1	1201	81
1	52	82
1	160	83
1	430	84
1	438	85
1	925	86
1	1168	87
1	436	88
1	391	89
1	203	90
1	168	91
1	1167	92
1	1012	93
1	725	94
1	945	95
1	572	96
1	585	97
1	638	98
1	240	99
1	1315	100
1	311	101
1	982	102
1	302	103
1	47	104
1	142	105
1	552	106
1	880	107
1	453	108
1	1361	109
1	686	110
1	666	111
1	670	112
1	1064	113
1	630	114
1	909	115
1	1197	116
1	1305	117
1	729	118
1	1165	119
1	204	120
1	431	121
1	564	122
1	1212	123
1	251	124
1	1124	125
1	195	126
1	526	127
1	707	128
1	1191	129
1	309	130
1	542	131
1	566	132
1	95	133
1	593	134
1	1166	135
1	493	136
1	522	137
1	358	138
1	1098	139
1	643	140
1	144	141
1	294	142
1	719	143
1	1034	144
1	215	145
1	1213	146
1	1194	147
1	655	148
1	755	149
1	546	150
1	1140	151
1	1215	152
1	244	153
1	911	154
1	711	155
1	464	156
1	120	157
1	82	158
1	1338	159
1	414	160
1	860	161
1	354	162
1	513	163
1	328	164
1	810	165
1	623	166
1	687	167
1	726	168
1	1091	169
1	1090	170
1	1226	171
1	406	172
1	1042	173
1	991	174
1	795	175
1	1161	176
1	1393	177
1	24	178
1	62	179
1	1164	180
1	1158	181
1	447	182
1	25	183
1	973	184
1	712	185
1	859	186
1	300	187
1	549	188
1	45	189
1	981	190
1	220	191
1	53	192
1	1219	193
1	625	194
1	1314	195
1	717	196
1	373	197
1	767	198
1	285	199
1	592	200
2	12	1
2	746	2
2	792	3
2	51	4
2	141	5
2	810	6
2	700	7
2	1380	8
2	184	9
2	92	10
2	100	11
2	909	12
2	47	13
2	1169	14
2	883	15
2	606	16
2	725	17
2	1089	18
2	875	19
2	1379	20
2	712	21
2	497	22
2	253	23
2	724	24
2	78	25
2	1012	26
2	1170	27
2	884	28
2	395	29
2	747	30
2	202	31
2	911	32
2	1361	33
2	876	34
2	781	35
2	1246	36
2	726	37
2	1147	38
2	1263	39
2	70	40
2	75	41
2	429	42
2	833	43
2	14	44
2	195	45
2	862	46
2	1331	47
2	1095	48
2	834	49
2	316	50
2	101	51
2	804	52
2	640	53
2	1111	54
2	172	55
2	638	56
2	1303	57
2	1163	58
2	1217	59
2	391	60
2	264	61
2	835	62
2	1144	63
2	1063	64
2	209	65
2	1197	66
2	574	67
2	914	68
2	663	69
2	486	70
2	1328	71
2	805	72
2	284	73
2	860	74
2	685	75
2	193	76
2	837	77
2	1250	78
2	729	79
2	76	80
2	658	81
2	650	82
2	52	83
2	280	84
2	430	85
2	925	86
2	1168	87
2	203	88
2	1167	89
2	142	90
2	1158	91
2	945	92
2	1042	93
2	836	94
2	756	95
2	374	96
2	1002	97
2	1011	98
2	731	99
2	321	100
2	315	101
2	1300	102
2	1320	103
2	552	104
2	1155	105
2	1008	106
2	723	107
2	968	108
2	1165	109
2	441	110
2	204	111
2	799	112
2	435	113
2	251	114
2	1124	115
2	654	116
2	309	117
2	870	118
2	593	119
2	1003	120
2	720	121
2	1166	122
2	29	123
2	288	124
2	1309	125
2	812	126
2	285	127
2	453	128
2	416	129
2	1377	130
2	1007	131
2	431	132
2	908	133
2	215	134
2	878	135
2	715	136
2	378	137
2	83	138
2	436	139
2	275	140
2	364	141
2	293	142
2	762	143
2	373	144
2	579	145
2	896	146
2	1065	147
2	244	148
2	695	149
2	540	150
2	1041	151
2	302	152
2	874	153
2	1006	154
2	997	155
2	578	156
2	979	157
2	687	158
2	1224	159
2	82	160
2	1212	161
2	1005	162
2	290	163
2	1327	164
2	368	165
2	406	166
2	505	167
2	220	168
2	30	169
2	588	170
2	585	171
2	447	172
2	1010	173
2	516	174
2	1004	175
2	1138	176
2	1130	177
2	886	178
2	1009	179
2	571	180
2	607	181
2	648	182
2	1314	183
2	181	184
2	369	185
2	1051	186
2	425	187
2	329	188
2	93	189
2	415	190
2	390	191
2	1294	192
2	11	193
2	846	194
2	1209	195
2	803	196
2	711	197
2	1299	198
2	266	199
2	345	200
3	399	1
3	144	2
3	485	3
3	5	4
3	91	5
3	90	6
3	181	7
3	6	8
3	542	9
3	582	10
3	584	11
3	579	12
3	585	13
3	518	14
3	981	15
3	1088	16
3	119	17
3	168	18
3	66	19
3	142	20
3	586	21
3	1073	22
3	269	23
3	944	24
3	112	25
3	395	26
3	980	27
